task_id,word,meaning,is_word_learned,is_meaning_learned,word_learned_at,meaning_learned_at
4,ALBERT,,FALSE,FALSE,,
4,DistilBERT,,FALSE,FALSE,,
4,Megatron-LM,,FALSE,FALSE,,
4,Turning-NLG,,FALSE,FALSE,,
4,VisionTransformer,,FALSE,FALSE,,
4,RLHF,,FALSE,FALSE,,
4,PaLM,,FALSE,FALSE,,
4,Chinchilla,,FALSE,FALSE,,
4,PanGu-∑,,FALSE,FALSE,,
4,GLUE,,FALSE,FALSE,,
4,感情分析,,FALSE,FALSE,,
4,深層強化学習,,FALSE,FALSE,,
4,DQN,,FALSE,FALSE,,
4,経験再生,,FALSE,FALSE,,
4,ターゲットネットワーク,,FALSE,FALSE,,
4,優先度付き経験再生,,FALSE,FALSE,,
4,デュエリングネットワーク,,FALSE,FALSE,,
4,ノイジーネットワーク,,FALSE,FALSE,,
4,カテゴリカルDQN,,FALSE,FALSE,,
4,Rainbow,,FALSE,FALSE,,
4,内発的報酬,,FALSE,FALSE,,
4,マルチエージェント強化学習,,FALSE,FALSE,,
4,状態表現学習,,FALSE,FALSE,,
4,連続値制御,,FALSE,FALSE,,
4,報酬成形,,FALSE,FALSE,,
4,ドメイン知識,,FALSE,FALSE,,
4,オフラインデータ,,FALSE,FALSE,,
4,模倣学習,,FALSE,FALSE,,
4,sim2real,,FALSE,FALSE,,
4,ドメインランダマイゼーション,,FALSE,FALSE,,
4,残差強化学習,,FALSE,FALSE,,
4,モデルベース強化学習,,FALSE,FALSE,,
4,モデルフリー,,FALSE,FALSE,,
4,世界モデル,,FALSE,FALSE,,
4,潜在空間,,FALSE,FALSE,,
4,敵対的生成ネットワーク,,FALSE,FALSE,,
4,ディスクリミネータ,,FALSE,FALSE,,
4,ジェネレータ,,FALSE,FALSE,,
4,GAN,,FALSE,FALSE,,
4,DCGAN,,FALSE,FALSE,,
4,Pix2Pix,,FALSE,FALSE,,
4,CycleGAN,,FALSE,FALSE,,
4,DiffusionModel,,FALSE,FALSE,,
4,拡散過程,,FALSE,FALSE,,
4,逆拡散過程,,FALSE,FALSE,,
4,NeRF,,FALSE,FALSE,,
4,転移学習,,FALSE,FALSE,,
4,ファインチューニング,,FALSE,FALSE,,
4,Few=shot学習,,FALSE,FALSE,,
4,MAML,,FALSE,FALSE,,
4,メタ学習,,FALSE,FALSE,,
4,One-shot学習,,FALSE,FALSE,,
4,Zero-shot学習,,FALSE,FALSE,,
4,半教師あり学習,,FALSE,FALSE,,
4,一致正正則化,,FALSE,FALSE,,
4,Consistency regularization,,FALSE,FALSE,,
4,FixMatch,,FALSE,FALSE,,
4,自己教師あり学習,,FALSE,FALSE,,
4,プレテキストタスク,,FALSE,FALSE,,
4,継続学習,,FALSE,FALSE,,
4,破滅的忘却,,FALSE,FALSE,,
4,ImageCaptioning,,FALSE,FALSE,,
4,マルチモーダルタスク,,FALSE,FALSE,,
4,CLIP,,FALSE,FALSE,,
4,DALL-E,,FALSE,FALSE,,
4,Flamingo,,FALSE,FALSE,,
4,Unified-IO,,FALSE,FALSE,,
4,基盤モデル,,FALSE,FALSE,,
4,説明可能AI,,FALSE,FALSE,,
4,PermutationImportance,,FALSE,FALSE,,
4,CAM,,FALSE,FALSE,,
4,GAP,,FALSE,FALSE,,
4,Grad-CAM,,FALSE,FALSE,,
4,GuidedGrad-CAM,,FALSE,FALSE,,
4,蒸留,,FALSE,FALSE,,
4,教師ネットワーク,,FALSE,FALSE,,
4,生徒ネットワーク,,FALSE,FALSE,,
4,hard target,,FALSE,FALSE,,
4,soft target,,FALSE,FALSE,,
4,マグニチュードベース,,FALSE,FALSE,,
4,勾配ベース,,FALSE,FALSE,,
4,宝くじ仮説,,FALSE,FALSE,,
4,量子化,,FALSE,FALSE,,
